Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,132,12,T:System.Uri,,,,,var mediaFileModel = new MediaFileModel { Url = new Uri(inputUrl) };
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,132,12,M:System.Uri.#ctor(System.String),,,,,var mediaFileModel = new MediaFileModel { Url = new Uri(inputUrl) };
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,132,12,T:System.Uri,,,,,var mediaFileModel = new MediaFileModel { Url = new Uri(inputUrl) };
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,112,12,T:System.Uri,,,,,var mediaFileModel = new MediaFileModel { Url = new Uri(invalidUrl) };
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,112,12,M:System.Uri.#ctor(System.String),,,,,var mediaFileModel = new MediaFileModel { Url = new Uri(invalidUrl) };
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,112,12,T:System.Uri,,,,,var mediaFileModel = new MediaFileModel { Url = new Uri(invalidUrl) };
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,83,12,T:System.Net.Http.HttpContent,,,,,"responseHandler.ResponseMessage.Content.Headers.ContentType = MediaTypeHeaderValue.Parse(""video/mp4"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,79,12,T:System.Net.Http.HttpContent,,,,,"var responseHandler = new TestHttpMessageHandler(new HttpResponseMessage(HttpStatusCode.OK)              {                  Content = new ByteArrayContent(Encoding.UTF8.GetBytes(""video content""))              });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,66,12,T:System.Uri,,,,,"var mediaUrl = new Uri(""https://www.youtube.com/watch?v=dQw4w9WgXcQ"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,P:\Projects\clip-yt\src\ClipYT.Tests\ClipYT.Tests.csproj,File,P:\Projects\clip-yt\src\ClipYT.Tests\UnitTests.cs,66,12,M:System.Uri.#ctor(System.String),,,,,"var mediaUrl = new Uri(""https://www.youtube.com/watch?v=dQw4w9WgXcQ"");"
